organism_key,taxon,code
NBNORG0000083449,Collemopsidium angermannicum,3
NBNORG0000083443,Collemopsidium arenisedum,4
NBNORG0000013981,Collemopsidium argilospilum,4
NBNORG0000006094,Collemopsidium caesium,4
NBNORG0000083445,Collemopsidium elegans,3
NBNORG0000083446,Collemopsidium foveolatum,2
NBNORG0000013986,Collemopsidium monense,4
NBNORG0000077709,Collemopsidium ostrearum,4
NBNORG0000083448,Collemopsidium pelvetiae,3
NBNORG0000083450,Collemopsidium subarenisedum,4
NBNORG0000083451,Collemopsidium sublitorale,2
NBNORG0000013769,Coniocarpon cinnabarinum,1
NBNORG0000013754,Coniocarpon cuspidans,2
NBNORG0000077912,Cornicularia normoerica,1
NBNORG0000001353,Cornutispora ciliata,3
NBNORG0000001354,Cornutispora lichenicola,3
NBNORG0000015804,Corticifraga fuckelii,2
NBNORG0000015806,Corticifraga peltigerae,2
NBNORG0000001359,Corticiruptor abeloneae,3
NBNORG0000001475,Cresponea premnea,1
NBNORG0000001018,Crittendenia coppinsii,4
NBNORG0000001019,Crittendenia lichenicola,4
NBNORG0000083222,Crocodia aurata,3
NBNORG0000006102,Crutarndina petractoides,2
NBNORG0000003192,Cryptodiscus cladoniicola,3
NBNORG0000014464,Cryptodiscus gloeocapsa,3
NBNORG0000014482,Cryptolechia carneolutea,3
NBNORG0000078263,Cryptothele rhodosticta,4
NBNORG0000001566,Cyrtidula hippocastani,3
NBNORG0000078324,Cyrtidula major,4
NBNORG0000001567,Cyrtidula quercus,2
NBNORG0000024746,Cystocoleus ebeneus,3
NBNORG0000014026,Dacampia hookeri,3
NBNORG0000082831,Dacampia leptogiicola,4
NBNORG0000108549,Dacampia rhizocarpicola,4
NBNORG0000001609,Dacampia rufescentis,4
NBNORG0000001638,Dactylospora amygdalariae,4
NBNORG0000078385,Dactylospora athallina,4
NBNORG0000078386,Dactylospora attendenda,4
NBNORG0000001639,Dactylospora australis,4
NBNORG0000015379,Dactylospora frigida,5
NBNORG0000015381,Dactylospora lobariella,3
NBNORG0000078388,Dactylospora microspora,4
NBNORG0000078390,Dactylospora parasitica,3
NBNORG0000001641,Dactylospora purpurascens,4
NBNORG0000078391,Dactylospora saxatilis,3
NBNORG0000108550,Dactylospora suburceolata,4
NBNORG0000098204,Dactylospora tegularum,4
NBNORG0000015384,Dactylospora urceolata,4
NBNORG0000024753,Dendrographa latebrarum,2
NBNORG0000001689,Dermatocarpon deminuens,5
NBNORG0000078472,Dermatocarpon leptophyllodes,5
NBNORG0000078474,Dermatocarpon luridum,1
NBNORG0000078475,Dermatocarpon meiophyllizum,2
NBNORG0000075824,Dermatocarpon miniatum,1
NBNORG0000016554,Dermatocarpon rivulorum,5
NBNORG0000013767,Diarthonis spadicea,1
NBNORG0000078528,Dibaeis baeomyces,1
NBNORG0000016748,Dictyonema coppinsii,3
NBNORG0000134864,Didymellopsis collemata,4
NBNORG0000001766,Didymellopsis pulposi,4
NBNORG0000004449,Didymocyrtis epiphyscia,4
NBNORG0000078603,Didymocyrtis pseudeverniae,3
NBNORG0000004783,Didymocyrtis slaptoniensis,4
NBNORG0000078636,Diploicia canescens,1
NBNORG0000001846,Diplolaeviopsis ranula,5
NBNORG0000014465,Diploschistes caesioplumbeus,2
NBNORG0000014466,Diploschistes gypsaceus,2
NBNORG0000078643,Diploschistes muscorum,2
NBNORG0000014467,Diploschistes scruposus,2
NBNORG0000078649,Diplotomma hedinii,3
NBNORG0000078647,Diplotomma murorum,4
NBNORG0000078648,Diplotomma pharcidium,4
NBNORG0000078650,Diplotomma vezdanum,4
NBNORG0000108556,Dirina fallax,4
NBNORG0000001930,Elixia flexella,3
NBNORG0000015352,Enchylium bachmanianum,4
NBNORG0000015356,Enchylium confertum,4
NBNORG0000015357,Enchylium conglomeratum,5
NBNORG0000015366,Enchylium limosum,3
NBNORG0000015370,Enchylium polycarpon,2
NBNORG0000077703,Enchylium tenax,1
NBNORG0000015375,Enchylium tenax var. ceranoides sensu auct.,2
NBNORG0000134538,Enchylium tenax var. tenax,3
NBNORG0000134538,Enchylium tenax var. tenax,2
NBNORG0000016555,Endocarpon adscendens,4
NBNORG0000095905,Endocarpon pallidulum,4
NBNORG0000108557,Endocarpon pusillum var. pusillum,4
NBNORG0000001943,Endococcus caudisporus,3
NBNORG0000014065,Endococcus exerrans,3
NBNORG0000117851,Endococcus fusiger,3
NBNORG0000078784,Endococcus macrosporus,3
NBNORG0000108558,Endococcus perpusillus,3
NBNORG0000078786,Endococcus propinquus,3
NBNORG0000014066,Endococcus rugulosus,3
NBNORG0000001944,Endococcus verrucisporus,3
NBNORG0000095906,Endococcus verrucosus,3
NBNORG0000083755,Endohyalina ericina,5
NBNORG0000001965,Endophragmiella hughesii,3
NBNORG0000098265,Enterographa brezhonega,4
NBNORG0000078809,Enterographa crassa,1
NBNORG0000015760,Enterographa hutchinsiae,2
NBNORG0000090830,Enterographa pitardii,4
NBNORG0000015761,Enterographa sorediata,3
NBNORG0000024748,Eopyrenula avellanae,3
NBNORG0000002049,Eopyrenula grandicula,3
NBNORG0000079006,Eopyrenula leucoplaca,4
NBNORG0000024749,Eopyrenula septemseptata,3
NBNORG0000015387,Ephebe hispidula,4
NBNORG0000015388,Ephebe lanata,2
NBNORG0000002055,Epicladonia sandstedei,3
NBNORG0000108560,Epicladonia simplex,4
NBNORG0000002056,Epicladonia stenospora,3
NBNORG0000079023,Epigloea bactrospora,4
NBNORG0000002065,Epigloea filifera,4
NBNORG0000079024,Epigloea grummannii,4
NBNORG0000079025,Epigloea medioincrassata,4
NBNORG0000002066,Epigloea soleiformis,3
NBNORG0000095907,Epigloea urosperma,4
NBNORG0000024750,Epilichen scabrosus,2
NBNORG0000002418,Epithamnolia pertusariae,4
NBNORG0000003357,Erythricium aurantiacum,2
NBNORG0000015637,Euopsis granatina,4
NBNORG0000079108,Euopsis pulvinata,3
NBNORG0000015389,Evernia prunastri,1
NBNORG0000002095,Everniicola flexispora,3
NBNORG0000015390,Farnoldia jurana,3
NBNORG0000013759,Felipes leucopellaeus,2
NBNORG0000079185,Fellhanera bouteillei,3
NBNORG0000002120,Fellhanera ochracea,3
NBNORG0000079186,Fellhanera subtilis,3
NBNORG0000002121,Fellhanera viridisorediata,3
NBNORG0000002123,Fellhaneropsis myrtillicola,3
NBNORG0000002124,Fellhaneropsis vezdae,3
NBNORG0000024751,Fissurina alboscripta,4
NBNORG0000002155,Flavocetraria nivalis,1
NBNORG0000026863,Flavoparmelia caperata,1
NBNORG0000026864,Flavoparmelia soredians,2
NBNORG0000013982,Frigidopyrenia bryospila,5
NBNORG0000002168,Frutidella caesioatra,2
NBNORG0000095910,Frutidella furfuracea,4
NBNORG0000002171,Fulgensia bracteata var. alpina,2
NBNORG0000016542,Fulgensia fulgens,2
NBNORG0000091174,Fulvophyton sorediatum,2
NBNORG0000002196,Fusarium peltigerae,5
NBNORG0000079294,Fuscidea arboricola,2
NBNORG0000015391,Fuscidea austera,3
NBNORG0000079296,Fuscidea cyathoides var. cyathoides,2
NBNORG0000015392,Fuscidea cyathoides var. sorediata,3
NBNORG0000079297,Fuscidea gothoburgensis,3
NBNORG0000015393,Fuscidea intercincta,3
NBNORG0000079298,Fuscidea kochiana,3
NBNORG0000079299,Fuscidea lightfootii,2
NBNORG0000079301,Fuscidea mollis,5
NBNORG0000108563,Fuscidea oceanica,4
NBNORG0000079303,Fuscidea praeruptorum,2
NBNORG0000079304,Fuscidea pusilla,2
NBNORG0000079305,Fuscidea recensa,2
NBNORG0000002206,Fuscopannaria ignobilis,2
NBNORG0000002208,Fuscopannaria mediterranea,2
NBNORG0000015825,Fuscopannaria nebulosa,3
NBNORG0000079404,Geltingia associata,3
NBNORG0000015297,Gilbertaria contristans,3
NBNORG0000084774,Gilbertaria squalescens,4
NBNORG0000015431,Glaucomaria carpinea,2
NBNORG0000015460,Glaucomaria rupicola var. efflorens,2
NBNORG0000080584,Glaucomaria rupicola var. rupicola,2
NBNORG0000080592,Glaucomaria swartzii,2
NBNORG0000015394,Gomphillus calycioides,1
NBNORG0000014468,Graphina pauciloculata,3
NBNORG0000014470,Graphis elegans,2
NBNORG0000014469,Graphis ruiziana,3
NBNORG0000014471,Graphis scripta,1
NBNORG0000090863,Gregorella humida,4
NBNORG0000079540,Gyalecta biformis,4
NBNORG0000014483,Gyalecta derivata,3
NBNORG0000014484,Gyalecta flotovii,4
NBNORG0000014485,Gyalecta foveolaris,4
NBNORG0000091175,Gyalecta hypoleuca,4
NBNORG0000079541,Gyalecta jenensis var. jenensis,2
NBNORG0000079542,Gyalecta jenensis var. macrospora,3
NBNORG0000014488,Gyalecta truncigena,3
NBNORG0000014489,Gyalecta ulmi,3
NBNORG0000079547,Gyalidea fritzei,3
NBNORG0000079548,Gyalidea hyalinescens,3
NBNORG0000079549,Gyalidea lecideopsis,4
NBNORG0000079551,Gyalidea roseola,4
NBNORG0000079552,Gyalidea subscutellaris,4
NBNORG0000098356,Gyalideopsis crenulata,3
NBNORG0000079555,Gyalideopsis muscicola,2
NBNORG0000015768,Gyrographa gyrocarpa,1
NBNORG0000015778,Gyrographa saxigena,3
NBNORG0000079602,Haematomma ochroleucum,2
NBNORG0000079603,Haematomma ochroleucum var. ochroleucum,2
NBNORG0000079604,Haematomma ochroleucum var. porphyrium,2
NBNORG0000015411,Halecania alpivaga,3
NBNORG0000002420,Halecania bryophila,4
NBNORG0000105408,Halecania laevis,4
NBNORG0000002421,Halecania micacea,4
NBNORG0000015404,Halecania ralfsii,3
NBNORG0000015299,Halecania rhypodiza,4
NBNORG0000079612,Halecania spodomela,3
NBNORG0000079613,Halecania viridescens,3
NBNORG0000002454,Hawksworthiana peltigericola,3
NBNORG0000079744,Hemigrapha atlantica,2
NBNORG0000016569,Henrica melaspora,3
NBNORG0000082936,Henrica theleodes,4
NBNORG0000090874,Herteliana gagei,2
NBNORG0000079791,Hertelidea botryosa,3
NBNORG0000079799,Heterodermia leucomelos,2
NBNORG0000079800,Heterodermia speciosa,4
NBNORG0000108568,Heteroplacidium fusculum,5
NBNORG0000014084,Homostegia piggotii,2
NBNORG0000108570,Hydropunctaria aractina,5
NBNORG0000108571,Hydropunctaria oceanica,5
NBNORG0000108572,Hydropunctaria orae,5
NBNORG0000085302,Hydropunctaria rheitrophila,3
NBNORG0000085303,Hydropunctaria scabra,3
NBNORG0000002710,Hymenelia cyanocarpa,3
NBNORG0000002711,Hymenelia epulotica,3
NBNORG0000002712,Hymenelia heteromorpha,3
NBNORG0000002713,Hymenelia melanocarpa,4
NBNORG0000015403,Hymenelia prevostii,3
NBNORG0000070627,Hymenelia rhodopis,4
NBNORG0000002718,Hymenobia aporea,4
NBNORG0000080023,Hyperphyscia adglutinata,2
NBNORG0000080079,Hypocenomyce scalaris,1
NBNORG0000015408,Hypogymnia farinacea,3
NBNORG0000015301,Hypogymnia hultenii,1
NBNORG0000015409,Hypogymnia physodes,1
NBNORG0000080111,Hypogymnia tubulosa,1
NBNORG0000080112,Hypogymnia vittata,4
NBNORG0000080129,Hypotrachyna britannica,2
NBNORG0000080130,Hypotrachyna endochlora,2
NBNORG0000015594,Hypotrachyna laevigata,2
NBNORG0000108574,Hypotrachyna revoluta s. str.,2
NBNORG0000015598,Hypotrachyna sinuosa,2
NBNORG0000080132,Hypotrachyna taylorensis,2
NBNORG0000014783,Icmadophila ericetorum,1
NBNORG0000026897,Illosporium carneum,3
NBNORG0000026900,Immersaria athroocarpa,2
NBNORG0000080165,Imshaugia aleurites,1
NBNORG0000121536,Ingaderia sorediata,2
NBNORG0000095913,Ingaderia vandenboomii,2
NBNORG0000108494,Inoderma byssaceum,4
NBNORG0000090886,Intralichen baccisporus,4
NBNORG0000080271,Intralichen christiansenii,3
NBNORG0000091166,Intralichen lichenicola,4
NBNORG0000080272,Intralichen lichenum,4
NBNORG0000024739,Involucropyrenium waltheri,4
NBNORG0000080277,Ionaspis lacustris,1
NBNORG0000080278,Ionaspis obtecta,4
NBNORG0000080279,Ionaspis odora,3
NBNORG0000079554,Jamesiella anastomosans,2
NBNORG0000014472,Jamesiella scotica,3
NBNORG0000080298,Japewia subaurifera,3
NBNORG0000080299,Japewia tornoensis,4
NBNORG0000052344,Japewiella tavaresiana,3
NBNORG0000080306,Julella sericea,4
NBNORG0000080311,Kalchbrenneriella cyanescens,2
NBNORG0000006149,Kiliasia episema,2
NBNORG0000015237,Koerberiella wimmeriana,2
NBNORG0000015487,Lambiella furvella,3
NBNORG0000024816,Lambiella fuscosora,5
NBNORG0000075922,Lambiella globulosa,4
NBNORG0000027041,Lambiella gyrizans,3
NBNORG0000015493,Lambiella insularis,2
NBNORG0000005294,Lambiella mullensis,3
NBNORG0000024939,Lambiella sphacelata,4
NBNORG0000080521,Lasallia pustulata,1
NBNORG0000080537,Lasiosphaeriopsis salisburyi,4
NBNORG0000003032,Lasiosphaeriopsis supersparsa,4
NBNORG0000077693,Lathagrium auriforme,1
NBNORG0000015359,Lathagrium cristatum var. marginale,2
NBNORG0000015360,Lathagrium dichotomum,3
NBNORG0000015364,Lathagrium fuscovirens,2
NBNORG0000024744,Lathagrium latzelii,4
NBNORG0000015377,Lathagrium undulatum var. granulosum,5
NBNORG0000077706,Lathagrium undulatum var. undulatum,3
NBNORG0000080543,Lecanactis abietina,1
NBNORG0000080546,Lecania aipospila,2
NBNORG0000015412,Lecania atrynoides,4
NBNORG0000015413,Lecania baeomma,3
NBNORG0000015296,Lecania chlorotiza,4
NBNORG0000024754,Lecania coeruleorubella,5
NBNORG0000024755,Lecania coerulescens,5
NBNORG0000080547,Lecania cuprea,3
NBNORG0000080548,Lecania cyrtella,2
NBNORG0000015414,Lecania cyrtellina,3
NBNORG0000015415,Lecania dubitans,4
NBNORG0000015416,Lecania erysibe,2
NBNORG0000108575,Lecania erysibe s. str.,2
NBNORG0000091167,Lecania fructigena,4
NBNORG0000108576,Lecania granulata,4
NBNORG0000080549,Lecania hutchinsiae,3
NBNORG0000080551,Lecania inundata,2
NBNORG0000003038,Lecania naegelii,2
NBNORG0000080552,Lecania nylanderiana,4
NBNORG0000024757,Lecania olivacella,5
NBNORG0000105409,Lecania poeltii,4
NBNORG0000024758,Lecania rabenhorstii,3
NBNORG0000080554,Lecania suavis,4
NBNORG0000024756,Lecania sylvestris,4
NBNORG0000080556,Lecania turicensis,3
NBNORG0000003043,Lecanographa abscondita,3
NBNORG0000003044,Lecanographa amylacea,4
NBNORG0000091168,Lecanographa dialeuca,4
NBNORG0000003046,Lecanographa lyncea,2
NBNORG0000003047,Lecanora albella,3
NBNORG0000098465,Lecanora albellula var. albellula,4
NBNORG0000108577,Lecanora albellula var. macroconidiata,4
NBNORG0000015422,Lecanora alboflavida,2
NBNORG0000015424,Lecanora argentata,2
NBNORG0000024761,Lecanora atromarginata,4
NBNORG0000015427,Lecanora atrosulphurea,3
NBNORG0000003048,Lecanora barkmaniana,3
NBNORG0000015476,Lecanora cadubriae,3
NBNORG0000015429,Lecanora caesiosora,2
NBNORG0000080563,Lecanora campestris subsp. campestris,2
NBNORG0000015430,Lecanora campestris subsp. dolomitica,2
NBNORG0000015433,Lecanora chlarotera,2
NBNORG0000024759,Lecanora chlorophaeodes,4
NBNORG0000024760,Lecanora cinereofusca,4
NBNORG0000003049,Lecanora compallens,3
NBNORG0000117975,Lecanora conizaeoides forma conizaeoides,2
NBNORG0000098467,Lecanora coppinsii,4
NBNORG0000015438,Lecanora epanora,2
NBNORG0000015439,Lecanora epibryon,4
NBNORG0000015440,Lecanora expallens,2
NBNORG0000015441,Lecanora farinaria,2
NBNORG0000003051,Lecanora formosa,3
NBNORG0000015442,Lecanora frustulosa,4
NBNORG0000015444,Lecanora fuscescens,5
NBNORG0000080573,Lecanora gisleriana,4
NBNORG0000080574,Lecanora handelii,3
NBNORG0000080575,Lecanora horiza,3
NBNORG0000098468,Lecanora hybocarpa,4
NBNORG0000003053,Lecanora hypoptella,5
NBNORG0000108581,Lecanora impudens,4
NBNORG0000015447,Lecanora intumescens,2
NBNORG0000080577,Lecanora jamesii,2
NBNORG0000015448,Lecanora leptacina,2
NBNORG0000080578,Lecanora marginata,4
NBNORG0000024933,Lecanora mughicola,4
NBNORG0000003054,Lecanora ochroidea,3
NBNORG0000015505,Lecanora orosthea,2
NBNORG0000080580,Lecanora pannonica,2
NBNORG0000015490,Lecanora phaeostigma,3
NBNORG0000015452,Lecanora poliophaea,2
NBNORG0000015454,Lecanora praepostera,2
NBNORG0000015456,Lecanora pulicaris,2
NBNORG0000015457,Lecanora quercicola,4
NBNORG0000015458,Lecanora rugosella,3
NBNORG0000015461,Lecanora saligna,2
NBNORG0000080585,Lecanora sarcopidoides,4
NBNORG0000108584,Lecanora sinuosa,4
NBNORG0000080587,Lecanora soralifera,2
NBNORG0000015464,Lecanora stenotropa,2
NBNORG0000015466,Lecanora strobilina,3
NBNORG0000015467,Lecanora subaurea,2
NBNORG0000015468,Lecanora subcarnea,2
NBNORG0000080589,Lecanora subintricata,5
NBNORG0000015516,Lecanora sulphurea,2
NBNORG0000102054,Lecanora swartzii,2
NBNORG0000015469,Lecanora symmicta,2
NBNORG0000015470,Lecanora varia,2
NBNORG0000080620,Lecidea alpestris,4
NBNORG0000015475,Lecidea auriculata,3
NBNORG0000026910,Lecidea berengeriana,4
NBNORG0000080622,Lecidea brachyspora,3
NBNORG0000015480,Lecidea confluens,3
NBNORG0000003071,Lecidea confluentula,5
NBNORG0000015483,Lecidea diducens,3
NBNORG0000015484,Lecidea endomelaena,5
NBNORG0000015486,Lecidea fuliginosa,4
NBNORG0000108586,Lecidea fuscoatra s. str.,3
NBNORG0000015472,Lecidea globulispora,4
NBNORG0000003072,Lecidea haerjedalica,5
NBNORG0000108588,Lecidea herteliana,4
NBNORG0000015492,Lecidea inops,4
NBNORG0000015494,Lecidea lapicida,3
NBNORG0000015497,Lecidea lithophila,2
NBNORG0000006652,Lecidea mucosa,5
NBNORG0000003073,Lecidea nylanderi,2
NBNORG0000080631,Lecidea obluridata,5
NBNORG0000015506,Lecidea paraclitica,4
NBNORG0000080633,Lecidea paupercula,4
NBNORG0000080635,Lecidea promiscens,5
NBNORG0000003075,Lecidea promiscua,5
NBNORG0000080636,Lecidea promixta,4
NBNORG0000015511,Lecidea sarcogynoides,4
NBNORG0000003077,Lecidea subspeirea,5
NBNORG0000003078,Lecidea swartzioidea,3
NBNORG0000003079,Lecidea syncarpa,5
NBNORG0000015517,Lecidea turgidula,2
NBNORG0000080645,Lecidella anomaloides,3
NBNORG0000080646,Lecidella asema,2
NBNORG0000080651,Lecidella flavosorediata,4
NBNORG0000003080,Lecidella meiococca,2
NBNORG0000003081,Lecidella patavina,4
NBNORG0000015521,Lecidella scabra,2
NBNORG0000015522,Lecidella stigmatea,2
NBNORG0000003082,Lecidella subviridis,4
NBNORG0000015523,Lecidella viridans,4
NBNORG0000015524,Lecidella wulfenii,4
NBNORG0000015525,Lecidoma demissum,2
NBNORG0000080657,Leightoniomyces phillipsii,4
NBNORG0000081351,Leimonis erratica,2
NBNORG0000081354,Leimonis lynceola,4
NBNORG0000015526,Lemmopsis arnoldiana,4
NBNORG0000015527,Lemmopsis oblongans,5
NBNORG0000015528,Lempholemma botryosum,3
NBNORG0000015529,Lempholemma chalazanellum,4
NBNORG0000015530,Lempholemma chalazanodes,4
NBNORG0000015532,Lempholemma cladodes,3
NBNORG0000015533,Lempholemma intricatum,5
NBNORG0000003093,Lempholemma polyanthes,3
NBNORG0000015534,Lempholemma radiatum,2
NBNORG0000082350,Lepra albescens var. albescens,2
NBNORG0000082351,Lepra albescens var. corallina sensu auct.,2
NBNORG0000004171,Lepra aspergilla,2
NBNORG0000004172,Lepra borealis,3
NBNORG0000015873,Lepra corallina,1
NBNORG0000015875,Lepra dactylina,2
NBNORG0000015877,Lepra excludens,2
NBNORG0000015884,Lepra melanochlora,4
NBNORG0000015885,Lepra monogona,4
NBNORG0000015886,Lepra multipuncta,2
NBNORG0000015888,Lepra ophthalmiza,2
NBNORG0000098476,Lepraria alpina,4
NBNORG0000080747,Lepraria atlantica,4
NBNORG0000080748,Lepraria bergensis,4
NBNORG0000108591,Lepraria borealis,2
NBNORG0000080749,Lepraria caesioalba,2
NBNORG0000080751,Lepraria crassissima,4
NBNORG0000080752,Lepraria diffusa var. chrysodetoides,2
NBNORG0000080753,Lepraria diffusa var. diffusa,3
NBNORG0000003132,Lepraria elobata,3
NBNORG0000080755,Lepraria jackii,3
NBNORG0000080756,Lepraria membranacea,2
NBNORG0000080757,Lepraria neglecta,3
NBNORG0000003133,Lepraria nylanderiana,3
NBNORG0000003134,Lepraria rigidula,2
NBNORG0000091170,Lepraria sylvicola,3
NBNORG0000003135,Lepraria umbricola,2
NBNORG0000080758,Lepraria vouauxii,2
NBNORG0000133786,Leprocaulon quisquiliare,1
NBNORG0000015537,Leptogium brebissonii,2
NBNORG0000015538,Leptogium britannicum,1
NBNORG0000015539,Leptogium burgessii,1
NBNORG0000015541,Leptogium cochleatum,3
NBNORG0000080774,Leptogium coralloideum,3
NBNORG0000080776,Leptogium cyanescens,1
NBNORG0000015543,Leptogium hibernicum,2
NBNORG0000028356,Leptogium hildenbrandii,5
NBNORG0000080781,Leptogium juressianum,4
NBNORG0000015548,Leptogium saturninum,2
NBNORG0000080804,Leptorhaphis atomaria,3
NBNORG0000108594,Leptorhaphis confertior,5
NBNORG0000080805,Leptorhaphis epidermidis,3
NBNORG0000080806,Leptorhaphis maggiana,3
NBNORG0000078194,Leptosillia wienkampii,3
NBNORG0000080812,Leptosphaeria clarkii,4
NBNORG0000108595,Leptosphaeria leucomelaria,4
NBNORG0000084699,Leucodecton isidioides,5
NBNORG0000003224,Libertiella malmedyensis,4
NBNORG0000098503,Lichenochora aipoliae,4
NBNORG0000080926,Lichenochora aprica,4
NBNORG0000098504,Lichenochora coppinsii,4
NBNORG0000108598,Lichenochora epifulgens,3
NBNORG0000003233,Lichenochora inconspicua,4
NBNORG0000003234,Lichenochora lecidellae,4
NBNORG0000080928,Lichenochora mediterraneae,4
NBNORG0000003235,Lichenochora obscuroides,3
NBNORG0000098506,Lichenochora paucispora,4
NBNORG0000080929,Lichenochora weillii,4
NBNORG0000003237,Lichenoconium cargillianum,4
NBNORG0000003238,Lichenoconium erodens,3
NBNORG0000003239,Lichenoconium lecanorae,3
NBNORG0000003241,Lichenoconium pyxidatae,3
NBNORG0000090900,Lichenoconium reichlingii,5
NBNORG0000003242,Lichenoconium usneae,3
NBNORG0000003243,Lichenoconium xanthoriae,3
NBNORG0000090888,Lichenodiplis fallaciosa,5
NBNORG0000003245,Lichenodiplis lecanorae,3
NBNORG0000003246,Lichenodiplis lichenicola,4
NBNORG0000080494,Lichenodiplis opegraphae,3
NBNORG0000003011,Lichenodiplis pertusariicola,3
NBNORG0000118029,Lichenomphalia ericetorum,1
NBNORG0000003248,Lichenopeltella cetrariicola,4
NBNORG0000003249,Lichenopeltella coppinsii,4
NBNORG0000108600,Lichenopeltella pannariacearum,4
NBNORG0000003250,Lichenopeltella peltigericola,3
NBNORG0000003251,Lichenopeltella ramalinae,3
NBNORG0000003253,Lichenopuccinia poeltii,3
NBNORG0000004284,Lichenostigma alpinum,3
NBNORG0000003256,Lichenostigma elongatum,3
NBNORG0000024765,Lichenothelia convexa,3
NBNORG0000098507,Lichenothelia renobalesiana,4
NBNORG0000108648,Lichenotubeufia heterodermiae,4
NBNORG0000003260,Lichinodium sirosiphoideum,4
NBNORG0000080571,Lithocalla ecorticata,3
NBNORG0000015553,Lithographa tesserata,2
NBNORG0000003266,Lithothelium phaeosporum,4
NBNORG0000098510,Llimoniella fuscatae,4
NBNORG0000085114,Llimoniella groenlandiae,4
NBNORG0000015821,Lobaria pulmonaria,1
NBNORG0000015822,Lobarina scrobiculata,1
NBNORG0000024934,Lopadium coralloideum,4
NBNORG0000024766,Lopadium disciforme,2
NBNORG0000080989,Lopadium pezizoideum,3
NBNORG0000081025,Loxospora elatina,2
NBNORG0000015824,Massalongia carnosa,2
NBNORG0000015758,Megalaria grossa,2
NBNORG0000081171,Megalaria laureri,4
NBNORG0000003379,Megalaria pulverea,2
NBNORG0000015554,Megalospora tuberculosa,4
NBNORG0000015588,Megaspora verrucosa,2
NBNORG0000015599,Melanelia stygia,2
NBNORG0000075890,Melanelixia glabratula,1
NBNORG0000081218,Melanohalea exasperata,1
NBNORG0000081219,Melanohalea exasperatula,2
