"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000091559","Harpocera thoracica","mature",1,5,30,9
"NBNORG0000091563","Loricula pselaphiformis","mature",1,6,31,10
"NBNORG0000091568","Stenotus binotatus","mature",1,6,31,8
"NBNORG0000094735","Acetropis (Acetropis) gimmerthalii","mature",1,5,30,9
"NBNORG0000094743","Adelphocoris lineolatus","mature",1,7,31,10
"NBNORG0000094744","Adelphocoris seticornis","mature",1,7,30,9
"NBNORG0000094745","Adelphocoris ticinensis","mature",1,7,31,8
"NBNORG0000094760","Alloeotomus gothicus","mature",1,6,31,10
"NBNORG0000094764","Amblytylus brevicollis","mature",1,6,31,8
"NBNORG0000094765","Amblytylus delicatus","mature",1,6,31,8
"NBNORG0000094766","Amblytylus nasutus","mature",1,5,31,8
"NBNORG0000094813","Asciodema obsoleta","mature",1,6,30,9
"NBNORG0000094816","Atractotomus magnicornis","mature",1,6,30,9
"NBNORG0000094817","Atractotomus mali","mature",1,5,30,9
"NBNORG0000094818","Atractotomus parvulus","mature",1,6,30,9
"NBNORG0000094836","Blepharidopterus angulatus","mature",1,6,31,10
"NBNORG0000094837","Blepharidopterus diaphanus","mature",1,7,30,9
"NBNORG0000094842","Bothynotus pilosus","mature",1,6,31,10
"NBNORG0000094844","Brachyarthrum limitatum","mature",1,5,31,7
"NBNORG0000094848","Brachynotocoris puncticornis","mature",1,8,31,8
"NBNORG0000094854","Bryocoris pteridis","mature",1,6,31,10
"NBNORG0000094862","Calocoris (Calocoris) alpestris","mature",1,6,31,7
"NBNORG0000094863","Calocoris (Calocoris) roseomaculatus","mature",1,6,31,10
"NBNORG0000094865","Closterotomus fulvomaculatus","mature",1,6,31,8
"NBNORG0000094868","Grypocoris (Lophyromiris) stysi","mature",1,5,30,9
"NBNORG0000094871","Camptozygum aequale","mature",1,6,30,9
"NBNORG0000094873","Campylomma annulicorne","mature",1,5,30,9
"NBNORG0000094874","Campylomma verbasci","mature",1,6,31,10
"NBNORG0000094876","Campyloneura virgula","mature",1,7,31,10
"NBNORG0000094882","Capsodes flavomarginatus","mature",1,6,31,8
"NBNORG0000094883","Capsodes gothicus","mature",1,6,31,8
"NBNORG0000094884","Capsodes sulcatus","mature",1,6,31,8
"NBNORG0000094886","Capsus ater","mature",1,7,31,8
"NBNORG0000094887","Capsus wagneri","mature",1,6,31,8
"NBNORG0000094906","Charagochilus (Charagochilus) weberi","mature",1,7,30,9
"NBNORG0000094918","Chlamydatus (Chlamydatus) saltitans","mature",1,6,30,9
"NBNORG0000094920","Chlamydatus (Euattus) pulicarius","mature",1,6,31,7
"NBNORG0000094921","Chlamydatus (Euattus) pullus","mature",1,5,30,9
"NBNORG0000094923","Chlamydatus (Eurymerocoris) evanescens","mature",1,6,31,10
"NBNORG0000094924","Chlamydatus (Eurymerocoris) wilkinsoni","mature",1,5,31,8
"NBNORG0000094926","Chorosoma schillingi","mature",1,6,31,10
"NBNORG0000094937","Compsidolon (Coniortodes) salicellum","mature",1,7,31,10
"NBNORG0000094939","Conostethus brevis","mature",1,6,31,7
"NBNORG0000094940","Conostethus griseus","mature",1,6,31,7
"NBNORG0000094941","Conostethus roseus","mature",1,5,31,7
"NBNORG0000094945","Coranus (Coranus) subapterus","mature",1,6,31,10
"NBNORG0000094968","Cyllecoris histrionius","mature",1,6,30,9
"NBNORG0000094980","Cyrtorhinus caricis","mature",1,7,31,10
"NBNORG0000094986","Deraeocoris (Deraeocoris) flavilinea","mature",1,5,31,8
"NBNORG0000094987","Deraeocoris (Deraeocoris) olivaceus","mature",1,5,31,7
"NBNORG0000094988","Deraeocoris (Deraeocoris) ruber","mature",1,5,30,9
"NBNORG0000094989","Deraeocoris (Deraeocoris) scutellaris","mature",1,6,31,8
"NBNORG0000094996","Dichrooscytus gustavi","mature",1,6,31,7
"NBNORG0000094997","Dichrooscytus rufipennis","mature",1,6,31,8
"NBNORG0000095004","Dictyonota fuliginosa","mature",1,6,31,10
"NBNORG0000095005","Dictyonota strichnocera","mature",1,6,31,10
"NBNORG0000095012","Dicyphus (Dicyphus) constrictus","mature",1,7,30,9
"NBNORG0000095013","Dicyphus (Dicyphus) epilobii","mature",1,5,30,11
"NBNORG0000095014","Dicyphus (Dicyphus) errans","mature",1,6,31,10
"NBNORG0000095035","Dryophilocoris (Dryophilocoris) flavoquadrimaculatus","mature",1,5,31,7
"NBNORG0000095053","Empicoris baerensprungi","mature",1,6,31,8
"NBNORG0000095064","Europiella artemisiae","mature",1,6,31,10
"NBNORG0000095065","Europiella decolor","mature",1,6,31,10
"NBNORG0000095081","Fieberocapsus flaveolus","mature",1,6,30,9
"NBNORG0000095109","Globiceps (Kelidocoris) flavomaculatus","mature",1,6,30,9
"NBNORG0000095110","Globiceps (Kelidocoris) fulvicollis subsp. cruciatus","mature",1,7,30,9
"NBNORG0000095111","Globiceps (Kelidocoris) juniperi","mature",1,6,31,8
"NBNORG0000095120","Hallodapus montandoni","mature",1,7,30,9
"NBNORG0000095121","Hallodapus rufescens","mature",1,7,30,9
"NBNORG0000095126","Halticus apterus","mature",1,6,31,8
"NBNORG0000095127","Halticus luteicollis","mature",1,6,30,9
"NBNORG0000095128","Halticus macrocephalus","mature",1,7,31,8
"NBNORG0000095129","Halticus saltator","mature",1,7,30,9
"NBNORG0000095146","Heterocordylus (Heterocordylus) genistae","mature",1,6,31,8
"NBNORG0000095148","Heterocordylus (Heterocordylus) tibialis","mature",1,5,31,8
"NBNORG0000095157","Himacerus (Anaptus) major","mature",1,3,30,11
"NBNORG0000095161","Himacerus (Himacerus) apterus","mature",1,7,31,10
"NBNORG0000095163","Himacerus (Stalia) boops","mature",1,6,30,9
"NBNORG0000095167","Hoplomachus thunbergii","mature",1,6,31,7
"NBNORG0000095174","Hypseloecus visci","mature",1,6,31,8
"NBNORG0000095203","Leptopterna dolabrata","mature",1,4,30,9
"NBNORG0000095204","Leptopterna ferrugata","mature",1,6,30,9
"NBNORG0000095212","Lopus decolor","mature",1,6,31,8
"NBNORG0000095214","Loricula elegantula","mature",1,6,31,10
"NBNORG0000095227","Apolygus lucorum","mature",1,7,31,10
"NBNORG0000095228","Apolygus spinolae","mature",1,6,30,9
"NBNORG0000095230","Lygocoris (Lygocoris) pabulinus","mature",1,6,31,10
"NBNORG0000095231","Lygocoris (Lygocoris) rugicollis","mature",1,6,30,9
"NBNORG0000095233","Neolygus contaminatus","mature",1,4,31,10
"NBNORG0000095234","Neolygus populi","mature",1,6,30,9
"NBNORG0000095235","Neolygus viridis","mature",1,6,30,9
"NBNORG0000095246","Macrolophus pygmaeus","mature",1,5,31,8
"NBNORG0000095247","Macrolophus rubi","mature",1,7,31,8
"NBNORG0000095254","Macrotylus (Alloeonycha) horvathi","mature",1,7,30,9
"NBNORG0000095255","Macrotylus (Alloeonycha) paykulli","mature",1,5,30,9
"NBNORG0000095256","Macrotylus (Alloeonycha) solitarius","mature",1,5,30,9
"NBNORG0000095258","Malacocoris chlorizans","mature",1,6,31,10
"NBNORG0000095261","Mecomma (Globicellus) dispar","mature",1,6,31,8
"NBNORG0000095263","Mecomma (Mecomma) ambulans","mature",1,6,30,9
"NBNORG0000095265","Megacoelum beckeri","mature",1,8,30,9
"NBNORG0000095266","Megacoelum infusum","mature",1,7,31,10
"NBNORG0000095268","Megaloceroea recticornis","mature",1,5,30,9
"NBNORG0000095270","Megalocoleus molliculus","mature",1,6,30,9
"NBNORG0000095271","Megalocoleus tanaceti","mature",1,6,30,9
"NBNORG0000095277","Megalonotus emarginatus","mature",1,6,31,10
"NBNORG0000095313","Miridius quadrivirgatus","mature",1,7,31,8
"NBNORG0000095317","Miris striatus","mature",1,5,31,8
"NBNORG0000095323","Monosynamma bohemanni","mature",1,6,30,9
"NBNORG0000095324","Monosynamma maritimum","mature",1,6,30,9
"NBNORG0000095325","Monosynamma sabulicola","mature",1,6,30,9
"NBNORG0000095328","Myrmecoris gracilis","mature",1,6,31,8
"NBNORG0000095330","Myrmedobia coleoptrata","mature",1,6,30,9
"NBNORG0000095331","Myrmedobia distinguenda","mature",1,6,30,9
"NBNORG0000095332","Myrmedobia exilis","mature",1,6,30,9
"NBNORG0000095333","Myrmedobia inconspicua","mature",1,6,30,9
"NBNORG0000095340","Nabis (Dolichonabis) limbatus","mature",1,6,31,10
"NBNORG0000095342","Nabis (Limnonabis) lineatus","mature",1,6,31,10
"NBNORG0000095344","Nabis (Nabicula) flavomarginatus","mature",1,5,31,10
"NBNORG0000095373","Notostira elongata","mature",1,6,31,8
"NBNORG0000095388","Odontoscelis (Odontoscelis) fuliginosa","mature",1,6,31,10
"NBNORG0000095389","Odontoscelis (Odontoscelis) lineola","mature",1,6,31,10
"NBNORG0000095398","Oncotylus (Oncotylus) viridiflavus","mature",1,6,30,9
"NBNORG0000095413","Orthocephalus coriaceus","mature",1,6,31,8
"NBNORG0000095414","Orthocephalus saltator","mature",1,7,30,9
"NBNORG0000095418","Orthonotus rufifrons","mature",1,5,30,9
"NBNORG0000095428","Orthotylus (Litocoris) ericetorum","mature",1,6,31,10
"NBNORG0000095430","Orthotylus (Melanotrichus) flavosparsus","mature",1,6,30,9
"NBNORG0000095431","Orthotylus (Melanotrichus) moncreaffi","mature",1,7,31,10
"NBNORG0000095432","Orthotylus (Melanotrichus) rubidus","mature",1,7,31,10
"NBNORG0000095434","Orthotylus (Orthotylus) flavinervis","mature",1,6,31,8
"NBNORG0000095435","Orthotylus (Orthotylus) marginalis","mature",1,6,31,8
"NBNORG0000095436","Orthotylus (Orthotylus) nassatus","mature",1,7,30,9
"NBNORG0000095437","Orthotylus (Orthotylus) ochrotrichus","mature",1,7,30,9
"NBNORG0000095438","Orthotylus (Orthotylus) prasinus","mature",1,7,30,9
"NBNORG0000095439","Orthotylus (Orthotylus) tenellus","mature",1,6,31,8
"NBNORG0000095440","Orthotylus (Orthotylus) virens","mature",1,7,30,9
"NBNORG0000095441","Orthotylus (Orthotylus) viridinervis","mature",1,7,31,8
"NBNORG0000095443","Orthotylus (Pachylops) adenocarpi","mature",1,6,30,9
"NBNORG0000095444","Orthotylus (Pachylops) concolor","mature",1,7,30,9
"NBNORG0000095445","Orthotylus (Pachylops) virescens","mature",1,7,30,9
"NBNORG0000095447","Orthotylus (Pinocapsus) fuscescens","mature",1,6,31,8
"NBNORG0000095449","Orthotylus (Pseudorthotylus) bilineatus","mature",1,7,30,9
"NBNORG0000095455","Pachytomella parallela","mature",1,7,31,8
"NBNORG0000095459","Pantilius (Pantilius) tunicatus","mature",1,8,31,10
"NBNORG0000095465","Parapsallus vitellinus","mature",1,6,31,8
"NBNORG0000095479","Phoenicocoris obscurellus","mature",1,6,31,8
"NBNORG0000095484","Phylus (Phylus) coryli","mature",1,5,31,8
"NBNORG0000095485","Phylus (Phylus) melanocephalus","mature",1,5,31,8
"NBNORG0000095492","Phytocoris (Ktenocoris) insignis","mature",1,8,30,9
"NBNORG0000095493","Phytocoris (Ktenocoris) ulmi","mature",1,6,31,10
"NBNORG0000095494","Phytocoris (Ktenocoris) varipes","mature",1,6,31,10
"NBNORG0000095496","Phytocoris (Phytocoris) dimidiatus","mature",1,6,30,11
"NBNORG0000095497","Phytocoris (Phytocoris) longipennis","mature",1,7,31,10
"NBNORG0000095498","Phytocoris (Phytocoris) pini","mature",1,7,31,10
"NBNORG0000095499","Phytocoris (Phytocoris) populi","mature",1,7,31,10
"NBNORG0000095500","Phytocoris (Phytocoris) reuteri","mature",1,7,30,9
"NBNORG0000095501","Phytocoris (Phytocoris) tiliae","mature",1,6,31,10
"NBNORG0000095510","Pilophorus cinnamopterus","mature",1,7,30,11
"NBNORG0000095511","Pilophorus clavatus","mature",1,7,30,9
"NBNORG0000095512","Pilophorus confusus","mature",1,7,31,8
"NBNORG0000095513","Pilophorus perplexus","mature",1,7,31,10
"NBNORG0000095517","Pinalitus rubricatus","mature",1,6,30,9
"NBNORG0000095518","Pinalitus viscicola","mature",1,7,30,9
"NBNORG0000095522","Pithanus maerkelii","mature",1,6,31,8
"NBNORG0000095524","Placochilus seladonicus","mature",1,7,30,9
"NBNORG0000095527","Plagiognathus (Plagiognathus) arbustorum","mature",1,6,30,9
"NBNORG0000095528","Plagiognathus (Plagiognathus) chrysanthemi","mature",1,6,30,9
"NBNORG0000095531","Platycranus (Genistocapsus) bicolor","mature",1,7,31,10
"NBNORG0000095536","Plesiodema pinetella","mature",1,6,31,8
"NBNORG0000095546","Polymerus (Poeciloscytus) palustris","mature",1,6,30,9
"NBNORG0000095547","Polymerus (Poeciloscytus) unifasciatus","mature",1,6,30,9
"NBNORG0000095549","Polymerus (Poeciloscytus) vulneratus","mature",1,8,30,9
"NBNORG0000095551","Polymerus (Polymerus) nigrita","mature",1,6,30,9
"NBNORG0000095558","Psallodema fieberi","mature",1,6,31,8
"NBNORG0000095561","Psallus (Apocremnus) betuleti","mature",1,5,31,7
"NBNORG0000095562","Psallus (Apocremnus) montanus","mature",1,6,31,7
"NBNORG0000095564","Psallus (Hylopsallus) assimilis","mature",1,6,31,7
"NBNORG0000095565","Psallus (Hylopsallus) perrisi","mature",1,6,31,8
"NBNORG0000095567","Psallus (Hylopsallus) variabilis","mature",1,6,31,7
"NBNORG0000095568","Psallus (Hylopsallus) wagneri","mature",1,6,31,7
"NBNORG0000095570","Psallus (Mesopsallus) ambiguus","mature",1,5,31,8
"NBNORG0000095572","Psallus (Phylidea) quercus","mature",1,6,31,8
"NBNORG0000095574","Psallus (Pityopsallus) luridus","mature",1,6,31,8
"NBNORG0000095576","Psallus (Psallus) albicinctus","mature",1,6,31,7
"NBNORG0000095577","Psallus (Psallus) confusus","mature",1,5,31,8
"NBNORG0000095578","Psallus (Psallus) falleni","mature",1,7,30,9
"NBNORG0000095579","Psallus (Psallus) flavellus","mature",1,6,31,8
"NBNORG0000095580","Psallus (Psallus) haematodes","mature",1,7,30,9
"NBNORG0000095581","Psallus (Psallus) lepidus","mature",1,6,30,9
"NBNORG0000095582","Psallus (Psallus) mollis","mature",1,6,31,8
"NBNORG0000095583","Psallus (Psallus) salicis","mature",1,7,30,9
"NBNORG0000095584","Psallus (Psallus) varians","mature",1,6,30,9
"NBNORG0000095586","Pseudoloxops coccineus","mature",1,7,30,9
"NBNORG0000095697","Stephanitis rhododendri","mature",1,6,31,10
"NBNORG0000095699","Sthenarus rotermundi","mature",1,6,31,8
"NBNORG0000095705","Strongylocoris leucocephalus","mature",1,6,31,8
"NBNORG0000095706","Strongylocoris luridus","mature",1,6,31,8
"NBNORG0000095710","Stygnocoris rusticus","mature",1,7,30,11
"NBNORG0000095711","Stygnocoris sabulosus","mature",1,7,30,11
"NBNORG0000095715","Systellonotus triguttatus","mature",1,5,31,8
"NBNORG0000095727","Teratocoris antennatus","mature",1,7,31,10
"NBNORG0000095728","Teratocoris caricis","mature",1,7,31,8
"NBNORG0000095729","Teratocoris saundersi","mature",1,7,31,10
"NBNORG0000095730","Teratocoris viridis","mature",1,6,31,8
"NBNORG0000095748","Tinicephalus (Tinicephalus) hortulanus","mature",1,6,31,8
"NBNORG0000095756","Trigonotylus caelestialium","mature",1,6,30,9
"NBNORG0000095757","Trigonotylus psammaecolor","mature",1,6,31,8
"NBNORG0000095758","Trigonotylus ruficornis","mature",1,6,30,9
"NBNORG0000095766","Tupiocoris rhododendri","mature",1,6,30,9
"NBNORG0000095771","Tuponia (Tuponia) mixticolor","mature",1,7,30,9
"NBNORG0000095773","Tytthus pubescens","mature",1,8,30,9
"NBNORG0000095774","Tytthus pygmaeus","mature",1,6,30,9
"NBNORG0000095793","Zygimus nigriceps","mature",1,6,30,9
"NBNORG0000101594","Heterotoma merioptera","mature",1,7,31,10
"NBNORG0000101864","Salicarus (Salicarus) roseri","mature",1,6,31,8
"NBNORG0000102985","Closterotomus norwegicus","mature",1,6,31,8
"NBNORG0000104364","Rhabdomiris striatellus","mature",1,5,31,8
"NBNORG0000108172","Conostethus venustus","mature",1,5,30,9
